"","PDB_ID","protein1_name","protein2_name","protein1_synonyms","protein2_synonyms","species1_name","species2_name","species1_TaxID","species2_TaxID","Type","Value","Unit"
"468","5m72","SIGNAL RECOGNITION PARTICLE SUBUNIT SRP72","SIGNAL RECOGNITION PARTICLE SUBUNIT SRP68","SRP72,SIGNAL RECOGNITION PARTICLE 72 KDA PROTEIN","SRP68,SIGNAL RECOGNITION PARTICLE 68 KDA PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.3e-08,"M"
"469","5mjy","TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE 23","ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 9","HIS DOMAIN-CONTAINING PROTEIN TYROSINE PHOSPHATASE,HD-PTP,","MOTHERS AGAINST DECAPENTAPLEGIC HOMOLOG-INTERACTING PROTEIN,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.13e-05,"M"
"470","5mk0","TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE 23","ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 16","HIS DOMAIN-CONTAINING PROTEIN TYROSINE PHOSPHATASE,HD-PTP,","ENDOFIN,ENDOSOME-ASSOCIATED FYVE DOMAIN PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.1e-06,"M"
"471","5mr4","NEURTURIN","GDNF FAMILY RECEPTOR ALPHA-2","NA","GFR-ALPHA-2,GDNF RECEPTOR BETA,GDNFR-BETA,NEURTURIN RECEPTOR","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.2e-07,"M"
"472","5mr5","NEURTURIN","GDNF FAMILY RECEPTOR ALPHA-2","NA","GFR-ALPHA-2,GDNF RECEPTOR BETA,GDNFR-BETA,NEURTURIN RECEPTOR","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8e-08,"M"
"473","5mv8","UNCONVENTIONAL MYOSIN-VIIB","CDNA FLJ51329","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.4e-06,"M"
"474","5mv9","UNCONVENTIONAL MYOSIN-VIIA","CDNA FLJ51329","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-06,"M"
"475","5n47","NEUTROPHIL GELATINASE-ASSOCIATED LIPOCALIN","FIBRONECTIN","NGAL,25 KDA ALPHA-2-MICROGLOBULIN-RELATED SUBUNIT OF MMP-9,","FN,COLD-INSOLUBLE GLOBULIN,CIG","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7e-09,"M"
"476","5n48","NEUTROPHIL GELATINASE-ASSOCIATED LIPOCALIN","FIBRONECTIN","NGAL,25 KDA ALPHA-2-MICROGLOBULIN-RELATED SUBUNIT OF MMP-9,","FN,COLD-INSOLUBLE GLOBULIN,CIG","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-09,"M"
"477","5nvm","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E TYPE 2","GRB10-INTERACTING GYF PROTEIN 2","EIF4E TYPE 2,EUKARYOTIC TRANSLATION INITIATION FACTOR 4E","PERQ AMINO ACID-RICH WITH GYF DOMAIN-CONTAINING PROTEIN 2,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.4e-08,"M"
"478","5nvn","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E TYPE 2","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E-BINDING PROTEIN","EIF4E TYPE 2,EUKARYOTIC TRANSLATION INITIATION FACTOR 4E","EIF4E-BINDING PROTEIN 1,PHOSPHORYLATED HEAT- AND ACID-STABLE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.5e-08,"M"
"479","5nwm","NUCLEAR RECEPTOR COACTIVATOR 1","SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 6","NCOA-1,CLASS E BASIC HELIX-LOOP-HELIX PROTEIN 74,BHLHE74,","IL-4 STAT","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4e-08,"M"
"480","5o2s","GTPASE KRAS","DARPIN K27","K-RAS 2,KI-RAS,C-K-RAS,C-KI-RAS","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.9e-09,"M"
"481","5o2t","GTPASE KRAS","DARPIN 55","K-RAS 2,KI-RAS,C-K-RAS,C-KI-RAS","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.67e-07,"M"
"482","5oaq","TRANSCRIPTIONAL ENHANCER FACTOR TEF-3","TRANSCRIPTIONAL COACTIVATOR YAP1","TEA DOMAIN FAMILY MEMBER 4,TEAD-4,TRANSCRIPTION FACTOR 13-","YES-ASSOCIATED PROTEIN 1,PROTEIN YORKIE HOMOLOG,YES-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.8e-08,"M"
"483","5ohp","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 30","POLYUBIQUITIN-B","DEUBIQUITINATING ENZYME 30,UBIQUITIN THIOESTERASE 30,","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.5e-06,"M"
"484","5sxp","RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 7","E3 UBIQUITIN-PROTEIN LIGASE ITCHY HOMOLOG","BETA-PIX,COOL-1,PAK-INTERACTING EXCHANGE FACTOR BETA,P85","ITCH,ATROPHIN-1-INTERACTING PROTEIN 4,AIP4,NFE2-ASSOCIATED","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.59e-06,"M"
"485","5szh","MICAL C-TERMINAL-LIKE PROTEIN","RAS-RELATED PROTEIN RAB-1B","ERK2-BINDING TESTICULAR PROTEIN 1,EBITEIN-1","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.2e-06,"M"
"486","5szi","RAS-RELATED PROTEIN RAB-8A","MICAL C-TERMINAL-LIKE PROTEIN","ONCOGENE C-MEL","ERK2-BINDING TESTICULAR PROTEIN 1,EBITEIN-1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.53e-07,"M"
"487","5szj","RAS-RELATED PROTEIN RAB-10","MICAL C-TERMINAL-LIKE PROTEIN","NA","ERK2-BINDING TESTICULAR PROTEIN 1,EBITEIN-1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",0.00079,"M"
"488","5szk","MICAL C-TERMINAL-LIKE PROTEIN","RAS-RELATED PROTEIN RAB-1B","ERK2-BINDING TESTICULAR PROTEIN 1,EBITEIN-1","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.1e-06,"M"
"489","5tar","GTPASE KRAS","RETINAL ROD RHODOPSIN-SENSITIVE CGMP 3","K-RAS 2,KI-RAS,C-K-RAS,C-KI-RAS","GMP-PDE DELTA,PROTEIN P17","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.3e-06,"M"
"490","5tp6","CALMODULIN","NITRIC OXIDE SYNTHASE","CAM","HEPATOCYTE NOS,HEP-NOS,INDUCIBLE NO SYNTHASE,INOS,NOS TYPE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.9e-09,"M"
"491","5un7","PROTECTION OF TELOMERES PROTEIN 1","ADRENOCORTICAL DYSPLASIA PROTEIN HOMOLOG","HPOT1,POT1-LIKE TELOMERE END-BINDING PROTEIN","POT1 AND TIN2-INTERACTING PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-07,"M"
"492","5uv8","INTERLEUKIN-3 RECEPTOR SUBUNIT ALPHA","INTERLEUKIN-3","IL-3RA","IL-3,HEMATOPOIETIC GROWTH FACTOR,MAST CELL GROWTH FACTOR,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.406e-07,"M"
"493","5uwc","INTERLEUKIN-3 RECEPTOR SUBUNIT ALPHA","INTERLEUKIN-3","IL-3RA","IL-3,HEMATOPOIETIC GROWTH FACTOR,MAST CELL GROWTH FACTOR,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.78e-08,"M"
"494","5v52","T-CELL IMMUNORECEPTOR WITH IG AND ITIM DOMAINS","NECTIN-2","V-SET AND IMMUNOGLOBULIN DOMAIN-CONTAINING PROTEIN 9,V-SET","HERPES VIRUS ENTRY MEDIATOR B,HVEB,NECTIN CELL ADHESION","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.7e-06,"M"
"495","5vkl","TRANSCRIPTION ELONGATION FACTOR SPT6","DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1","CHROMATIN ELONGATION FACTOR SPT6","RNA POLYMERASE II SUBUNIT B1,DNA-DIRECTED RNA POLYMERASE III","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","559292","559292","Kd",1.13e-07,"M"
"496","5vko","TRANSCRIPTION ELONGATION FACTOR SPT6","DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1","CHROMATIN ELONGATION FACTOR SPT6","RNA POLYMERASE II SUBUNIT B1,DNA-DIRECTED RNA POLYMERASE III","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","559292","559292","Kd",4e-09,"M"
"497","5vu0","IMMUNOGLOBULIN GAMMA-1 HEAVY CHAIN","LOW AFFINITY IMMUNOGLOBULIN GAMMA FC REGION RECEPTOR III-A","IMMUNOGLOBULIN GAMMA-1 HEAVY CHAIN NIE","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.5e-09,"M"
"498","5vwx","BCL-2 HOMOLOGOUS ANTAGONIST","BCL-2-LIKE PROTEIN 11","APOPTOSIS REGULATOR BAK,BCL-2-LIKE PROTEIN 7,BCL2-L-7","BCL2-L-11,BCL2-INTERACTING MEDIATOR OF CELL DEATH","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.49e-08,"M"
"499","5vwy","BCL-2 HOMOLOGOUS ANTAGONIST","BCL-2-LIKE PROTEIN 11","APOPTOSIS REGULATOR BAK,BCL-2-LIKE PROTEIN 7,BCL2-L-7","BCL2-L-11,BCL2-INTERACTING MEDIATOR OF CELL DEATH","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.3e-06,"M"
"500","5vx0","BCL-2 HOMOLOGOUS ANTAGONIST","BCL-2-LIKE PROTEIN 11","APOPTOSIS REGULATOR BAK,BCL-2-LIKE PROTEIN 7,BCL2-L-7","BCL2-L-11,BCL2-INTERACTING MEDIATOR OF CELL DEATH","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.1e-05,"M"
"501","5vz4","GROWTH","GDNF FAMILY RECEPTOR ALPHA-LIKE","GDF-15,MACROPHAGE INHIBITORY CYTOKINE 1,MIC-1,NSAID-","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8e-09,"M"
"502","5vzm","UBIQUITIN","DNA REPAIR PROTEIN REV1","NA","ALPHA INTEGRIN-BINDING PROTEIN 80,AIBP80,REV1-LIKE TERMINAL","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.88e-05,"M"
"503","5wb7","EPIDERMAL GROWTH FACTOR RECEPTOR","PROEPIREGULIN","PROTO-ONCOGENE C-ERBB-1,RECEPTOR TYROSINE-PROTEIN KINASE","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.6e-07,"M"
"504","5wb8","EPIDERMAL GROWTH FACTOR RECEPTOR","EPIGEN","PROTO-ONCOGENE C-ERBB-1,RECEPTOR TYROSINE-PROTEIN KINASE","EPITHELIAL MITOGEN,EPG","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.8e-06,"M"
"505","5wpa","SPLICING FACTOR","PARASPECKLE COMPONENT 1","100 KDA DNA-PAIRING PROTEIN,HPOMP100,DNA-BINDING P52","PARASPECKLE PROTEIN 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.5e-07,"M"
"506","5wrv","SIGNAL RECOGNITION PARTICLE SUBUNIT SRP68","SIGNAL RECOGNITION PARTICLE SUBUNIT SRP72","SRP68,SIGNAL RECOGNITION PARTICLE 68 KDA PROTEIN","SRP72,SIGNAL RECOGNITION PARTICLE 72 KDA PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.3e-07,"M"
"507","5x0w","E3 UBIQUITIN-PROTEIN LIGASE RNF31","SHARPIN","HOIL-1-INTERACTING PROTEIN,HOIP,RING FINGER PROTEIN 31,ZINC","SHANK-ASSOCIATED RH DOMAIN-INTERACTING PROTEIN,SHANK-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.7e-06,"M"
"508","5x4l","TRANSITIONAL ENDOPLASMIC RETICULUM ATPASE","UBX DOMAIN-CONTAINING PROTEIN 7","TER ATPASE,15S MG(2","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.34e-06,"M"
"509","5xbf","UNCONVENTIONAL MYOSIN-VIIB","HARMONIN","NA","ANTIGEN NY-CO-38","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.7e-06,"M"
"510","5xjg","VACUOLAR PROTEIN 8","NUCLEUS-VACUOLE JUNCTION PROTEIN 1","NA","NA","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","559292","559292","Kd",4.52e-06,"M"
"511","5xln","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E TYPE 2","THREONINE--TRNA LIGASE","EIF4E TYPE 2,EUKARYOTIC TRANSLATION INITIATION FACTOR 4E","THREONYL-TRNA SYNTHETASE,THRRS","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.48e-06,"M"
"512","5xnp","LEUCINE-RICH REPEAT AND FIBRONECTIN TYPE-III DOMAIN-","RECEPTOR-TYPE TYROSINE-PROTEIN PHOSPHATASE DELTA","NA","R-PTP-DELTA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.818e-07,"M"
"513","5xod","MOTHERS AGAINST DECAPENTAPLEGIC HOMOLOG 2","SKI ONCOGENE","MOTHERS AGAINST DPP HOMOLOG 2,JV18-1,MAD-RELATED PROTEIN 2,","PROTO-ONCOGENE C-SKI","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.81e-08,"M"
"514","5xqz","MOB KINASE ACTIVATOR 1A","SERINE","MOB1 ALPHA,MOB1A,MOB1 HOMOLOG 1B,MPS ONE BINDER KINASE","NDR2 PROTEIN KINASE,NUCLEAR DBF2-RELATED KINASE 2","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.23e-05,"M"
"515","5xv8","UV-STIMULATED SCAFFOLD PROTEIN A","GENERAL TRANSCRIPTION FACTOR IIH SUBUNIT 1","NA","BASIC TRANSCRIPTION FACTOR 2 62 KDA SUBUNIT,BTF2 P62,GENERAL","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.14e-08,"M"
"516","5y1z","DREBRIN","PROTEIN KINASE C-BINDING PROTEIN 1","DEVELOPMENTALLY-REGULATED BRAIN PROTEIN","CUTANEOUS T-CELL LYMPHOMA-ASSOCIATED ANTIGEN SE14-3,CTCL-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.3e-06,"M"
"517","5yc5","IMMUNOGLOBULIN GAMMA-1 HEAVY CHAIN","LOW AFFINITY IMMUNOGLOBULIN GAMMA FC REGION RECEPTOR III-A","IMMUNOGLOBULIN GAMMA-1 HEAVY CHAIN NIE","CD16A ANTIGEN,FC-GAMMA RIII-ALPHA,FCRIIIA,FCR-10,IGG FC","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-07,"M"
"518","5ydr","POLYUBIQUITIN-B","DNA (CYTOSINE-5)-METHYLTRANSFERASE 1","NA","DNMT1,CXXC-TYPE ZINC FINGER PROTEIN 9,DNA METHYLTRANSFERASE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.64e-05,"M"
"519","5ywr","UBIQUITIN-CONJUGATING ENZYME E2 N","E3 UBIQUITIN-PROTEIN LIGASE ZNRF1","BENDLESS-LIKE UBIQUITIN-CONJUGATING ENZYME,E2 UBIQUITIN-","NERVE INJURY-INDUCED GENE 283 PROTEIN,RING-TYPE E3 UBIQUITIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.9e-08,"M"
"520","5z7g","TAX1-BINDING PROTEIN 1","5-AZACYTIDINE-INDUCED PROTEIN 2","TRAF6-BINDING PROTEIN","NF-KAPPA-B-ACTIVATING KINASE-ASSOCIATED PROTEIN 1,NAK-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.05e-06,"M"
"521","5z7l","CALCIUM-BINDING AND COILED-COIL DOMAIN-CONTAINING PROTEIN","5-AZACYTIDINE-INDUCED PROTEIN 2","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-06,"M"
"522","6a3v","TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9","TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 9","4-1BB LIGAND,4-1BBL","4-1BB LIGAND RECEPTOR,CDW137,T-CELL ANTIGEN 4-1BB HOMOLOG,T-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.56e-08,"M"
"523","6akm","SUPPRESSOR OF IKBKE 1","SARCOLEMMAL MEMBRANE-ASSOCIATED PROTEIN","SUPPRESSOR OF IKK-EPSILON","SARCOLEMMAL-ASSOCIATED PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.9e-06,"M"
"524","6arq","T-CELL SURFACE PROTEIN TACTILE","POLIOVIRUS RECEPTOR","CELL SURFACE ANTIGEN CD96,T CELL-ACTIVATED INCREASED LATE","NECTIN-LIKE PROTEIN 5,NECL-5","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.02e-05,"M"
"525","6asr","UBIQUITIN","DNA REPAIR PROTEIN REV1","NA","ALPHA INTEGRIN-BINDING PROTEIN 80,AIBP80,REV1-LIKE TERMINAL","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.49e-05,"M"
"526","6b8n","POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY KQT MEMBER 4","CALMODULIN-1","KQT-LIKE 4,POTASSIUM CHANNEL SUBUNIT ALPHA KVLQT4,VOLTAGE-","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.1e-07,"M"
"527","6co2","NUDT16-TUDOR-INTERACTING (NUDT16TI)","TP53-BINDING PROTEIN 1","NA","P53BP1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-06,"M"
"528","6cxl","ANTI-HIV-1 FAB 2G12 LIGHT CHAIN","ANTI-HIV-1 FAB 2G12 HEAVY CHAIN","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.4e-09,"M"
"529","6czo","SERINE","CASC5 PROTEIN","PP-1A","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.9e-08,"M"
"530","6dcn","BCL-XL PROTEIN","BECLIN-1","BCL2-L-1,APOPTOSIS REGULATOR BCL-X,BCL2-L-1,APOPTOSIS","COILED-COIL MYOSIN-LIKE BCL2-INTERACTING PROTEIN,PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.4e-06,"M"
"531","6e2p","TYROSINE-PROTEIN KINASE JAK2","LEPTIN RECEPTOR","JANUS KINASE 2,JAK-2","LEPR,LEP-R,HUB219,OB RECEPTOR,OB-R","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.87e-05,"M"
"532","6f0f","HISTONE CHAPERONE ASF1A","IP2","ANTI-SILENCING FUNCTION PROTEIN 1 HOMOLOG A,HASF1A,CCG1-","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-07,"M"
"533","6f0g","HISTONE CHAPERONE ASF1A","IP3","ANTI-SILENCING FUNCTION PROTEIN 1 HOMOLOG A,HASF1A,CCG1-","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.5e-08,"M"
"534","6f0h","HISTONE CHAPERONE ASF1A","IP4","ANTI-SILENCING FUNCTION PROTEIN 1 HOMOLOG A,HASF1A,CCG1-","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3e-09,"M"
"535","6fc2","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E","PROTEIN EAP1","EIF4E,EIF-4F 25 KDA SUBUNIT,MRNA CAP-BINDING PROTEIN","EIF4E-ASSOCIATED PROTEIN 1","SACCHAROMYCES CEREVISIAE S288C","SACCHAROMYCES CEREVISIAE S288C","559292","559292","Kd",3.4e-06,"M"
"536","6fc3","EUKARYOTIC TRANSLATION INITIATION FACTOR 4E","CAP-ASSOCIATED PROTEIN CAF20","EIF4E,EIF-4F 25 KDA SUBUNIT,MRNA CAP-BINDING PROTEIN","20 KDA CAP-ASSOCIATED PROTEIN,CCR4-ASSOCIATED FACTOR 2,P20","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","559292","559292","Kd",2e-08,"M"
"537","6g04","PRE-RRNA-PROCESSING PROTEIN TSR2","40S RIBOSOMAL PROTEIN S26-A","20S RRNA ACCUMULATION PROTEIN 2","SMALL RIBOSOMAL SUBUNIT PROTEIN ES26-A","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 ","559292","559292","Kd",7e-07,"M"
"538","6gbu","F-BAR AND DOUBLE SH3 DOMAINS PROTEIN 2","INTERSECTIN-1","CAROM,SH3 MULTIPLE DOMAINS PROTEIN 3","SH3 DOMAIN-CONTAINING PROTEIN 1A,SH3P17","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.48e-07,"M"
"539","6gvk","INTEGRIN BETA-4","DYSTONIN","GP150","230 KDA BULLOUS PEMPHIGOID ANTIGEN,230","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-06,"M"
"540","6gvl","INTEGRIN BETA-4","DYSTONIN","GP150","230 KDA BULLOUS PEMPHIGOID ANTIGEN,230","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.4e-05,"M"
"541","6h46","GTPASE KRAS","DARPIN K13","K-RAS 2,KI-RAS,C-K-RAS,C-KI-RAS","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3e-08,"M"
"542","6h47","GTPASE KRAS","DARPIN K19","K-RAS 2,KI-RAS,C-K-RAS,C-KI-RAS","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-08,"M"
"543","6i07","SINGLE CHAIN FV","EPITHELIAL CELL ADHESION MOLECULE","NA","EP-CAM,ADENOCARCINOMA-ASSOCIATED ANTIGEN,CELL SURFACE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-08,"M"
"544","6i3f","ANGIOTENSINOGEN","RENIN","SERPIN A8","ANGIOTENSINOGENASE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.03e-08,"M"
"545","6j4o","TUBULINYL-TYR CARBOXYPEPTIDASE 2","SMALL VASOHIBIN-BINDING PROTEIN","VASOHIBIN-2,VASOHIBIN-LIKE PROTEIN","COILED COIL DOMAIN-CONTAINING PROTEIN 23","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-08,"M"
"546","6j4s","TUBULINYL-TYR CARBOXYPEPTIDASE 2","SMALL VASOHIBIN-BINDING PROTEIN","VASOHIBIN-2,VASOHIBIN-LIKE PROTEIN","COILED COIL DOMAIN-CONTAINING PROTEIN 23","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.6e-07,"M"
"547","6j56","UNCONVENTIONAL MYOSIN-VI","PEPTIDE FROM TARGET OF MYB PROTEIN 1","UNCONVENTIONAL MYOSIN-6","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.7e-07,"M"
"548","6j9h","SMALL VASOHIBIN-BINDING PROTEIN","TUBULINYL-TYR CARBOXYPEPTIDASE 1","COILED COIL DOMAIN-CONTAINING PROTEIN 23","TUBULIN CARBOXYPEPTIDASE 1,TYROSINE CARBOXYPEPTIDASE 1,TTCP","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.2e-08,"M"
"549","6jwj","NUCLEAR PROTEIN LOCALIZATION PROTEIN 4","PEPTIDE FROM UBIQUITIN FUSION DEGRADATION PROTEIN 1","HMG-COA REDUCTASE DEGRADATION PROTEIN 4","UB FUSION PROTEIN 1,POLYMERASE-INTERACTING PROTEIN 3","SACCHAROMYCES CEREVISIAE S288C","SACCHAROMYCES CEREVISIAE S288C","559292","559292","Kd",8.57e-08,"M"
"550","6kbm","VACUOLAR PROTEIN 8","AUTOPHAGY-RELATED PROTEIN 13","NA","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",6e-07,"M"
"551","6kbn","VACUOLAR PROTEIN 8","AUTOPHAGY-RELATED PROTEIN 13","NA","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",1.46e-06,"M"
"552","6km7","RETINOBLASTOMA-BINDING PROTEIN 5","RETINOBLASTOMA-BINDING PROTEIN 5","WD40 PROPELLER,RBBP-5,RETINOBLASTOMA-BINDING PROTEIN RBQ-3","RBBP-5,RETINOBLASTOMA-BINDING PROTEIN RBQ-3","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.2e-06,"M"
"553","6mgp","TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9","TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 9","4-1BB LIGAND,4-1BBL","4-1BB LIGAND RECEPTOR,CDW137,T-CELL ANTIGEN 4-1BB HOMOLOG,T-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.8e-07,"M"
"554","6mud","CALMODULIN-1","SODIUM CHANNEL PROTEIN TYPE 5 SUBUNIT ALPHA","NA","HH1,SODIUM CHANNEL PROTEIN CARDIAC MUSCLE SUBUNIT ALPHA,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.02e-06,"M"
"555","6mun","26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 4","UBIQUILIN-2","26S PROTEASOME REGULATORY SUBUNIT RPN10,26S PROTEASOME","CHAP1,DSK2 HOMOLOG,PROTEIN LINKING IAP WITH CYTOSKELETON 2,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-06,"M"
"556","6o3o","CD226 ANTIGEN","POLIOVIRUS RECEPTOR","DNAX ACCESSORY MOLECULE 1,DNAM-1","NECTIN-LIKE PROTEIN 5,NECL-5","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-06,"M"
"557","6o8b","STIMULATOR OF INTERFERON GENES PROTEIN","SERINE","HSTING,ENDOPLASMIC RETICULUM INTERFERON STIMULATOR,ERIS,","NF-KAPPA-B-ACTIVATING KINASE,T2K,TANK-BINDING KINASE 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.1e-05,"M"
"558","6obn","SERINE","PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT 7","PP-1A,PROTEIN PHOSPHATASE 1","PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT 22","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.04e-08,"M"
